orgid,organization,lat,long,accuracy,address_type,formatted_address,AB_nonprofit_flag,Calgary_Foundation_flag,CRA_donee_flag,Google_Place_flag,Postal Code,street,quadrant,calgary_ward_2017_label,ahs_local_code,AHS_Local_Name,CFSAUID,FSA_id,CFSAUID_EDIT_add_lowercase,comm_code,community_name,CTUID
178,CHAMPIONS CAREER CENTRE,51.0485784,-114.0807059,establishment,"establishment,point_of_interest","839 5 Ave SW Suite 650, Calgary, AB T2P 3C8, Canada",N,Y,Y,N,T2P3C8,839 5 Ave SW Suite 650,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
180,CHILD SUPPORT SERVICES,51.047077,-114.075065,establishment,"establishment,local_government_office,point_of_interest","620 7 Ave SW 7th Floor, Calgary, AB T2P 0Y8, Canada",N,N,N,Y,T2P0Y8,620 7 Ave SW 7th Floor,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
182,CHILDREN’S LEGAL AND EDUCATIONAL RESOURCE CENTRE SOCIETY (CLERC),51.063042,-114.062785,establishment,"establishment,point_of_interest","1217 Centre St NW #205, Calgary, AB T2E 2R3, Canada",N,Y,Y,N,T2E2R3,1217 Centre St NW #205,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2M,41,T2M,CRE,CRESCENT HEIGHTS,8250058.00
183,CHILDRENS LINK SOCIETY THE,50.9745169,-114.0730822,establishment,"establishment,point_of_interest","8855 Macleod Trail SW, Calgary, AB T2H 0M2, Canada",N,N,Y,Y,T2H0M2,8855 Macleod Trail SW,SW,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2V,149,T2V,HAY,HAYSBORO,8250010.00
184,CHILDREN'S SERVICES,51.0527603,-114.0911701,establishment,"establishment,health,point_of_interest","1240 Kensington Rd NW, Calgary, AB T2N 3P7, Canada",N,N,N,Y,T2N3P7,1240 Kensington Rd NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
1016,CHINOOK LEARNING SERVICES - ADULT ESL,51.0423552,-113.9689385,establishment,"establishment,point_of_interest","1304 44 St SE, Calgary, AB T2A 1M8, Canada",N,N,N,Y,T2A1M8,1304 44 St SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,FLN,FOREST LAWN,8250037.00
185,CHRYSALIS: AN ALBERTA SOCIETY FOR CITIZENS WITH DISABILITIES,50.9994212,-114.0667305,establishment,"establishment,point_of_interest","6020 1a St SW #7, Calgary, AB T2H 0G3, Canada",N,Y,N,N,T2H0G3,6020 1a St SW #7,SW,WARD 9,Z2.4.B.02,CALGARY - CENTRE,T2H,35,T2H,MNI,MANCHESTER INDUSTRIAL,8250030.00
186,CINIM,51.070513,-114.104591,establishment,"establishment,point_of_interest","2020 18 St NW, Calgary, AB T2M 1H5, Canada",N,Y,N,N,T2M1H5,2020 18 St NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,BNF,BANFF TRAIL,8250064.00
1005,CITY OF CALGARY YOUTH EMPLOYMENT CENTRE,51.0429372,-114.056621,establishment,"establishment,point_of_interest","315 10 Ave SE, Calgary, AB T2G 0W2, Canada",N,N,N,Y,T2G0W2,315 10 Ave SE,SE,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,BLN,BELTLINE,8250042.00
187,CLAIMS SUPPORT INC,51.0299307,-114.0706062,establishment,"establishment,point_of_interest","330 26 Ave SW Suite 1403, Calgary, AB T2S 2T3, Canada",N,N,N,Y,T2S2T3,330 26 Ave SW Suite 1403,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2S,110,T2S,MIS,MISSION,8250031.00
188,CLOSER TO HOME COMMUNITY SERVICES,51.037547,-114.137386,establishment,"establishment,point_of_interest","3507A 17 Ave SW, Calgary, AB T3E 0B6, Canada",N,Y,Y,N,T3E0B6,3507A 17 Ave SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,KIL,KILLARNEY/GLENGARRY,8250020.00
190,COMFORT KEEPERS HOME CARE,51.0414836,-114.0745693,establishment,"establishment,health,point_of_interest","1201 5 St SW #380, Calgary, AB T2R 0Y6, Canada",N,N,N,Y,T2R0Y6,1201 5 St SW #380,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
192,COMMUNITY KITCHEN PROGRAM OF CALGARY SOCIETY,51.0860583,-114.0090361,establishment,"establishment,point_of_interest","3751 21 St NE, Calgary, AB T2E 6T5, Canada",Y,Y,Y,N,T2E6T5,3751 21 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,NAW,NORTH AIRWAYS,8250061.00
193,COMMUNITY LIVING ALTERNATIVES SERVICES,51.051748,-113.992885,establishment,"establishment,point_of_interest","112 28 St SE #110, Calgary, AB T2A 6J9, Canada",N,N,N,Y,T2A6J9,112 28 St SE #110,SE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
194,COMMUNITYWISE,51.0412485,-114.0672096,establishment,"establishment,point_of_interest","223 12 Ave SW, Calgary, AB T2R 0G9, Canada",N,Y,N,N,T2R0G9,223 12 Ave SW,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
195,CONFEDERATION PARK 55+ ACTIVITY CENTRE,51.0721026,-114.0917558,establishment,"establishment,point_of_interest","2212 13 St NW, Calgary, AB T2M 4P7, Canada",Y,N,Y,Y,T2M4P7,2212 13 St NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,CAP,CAPITOL HILL,8250064.00
196,CONNECT,51.0411823,-114.0718091,establishment,"establishment,point_of_interest","1213 4 St SW, Calgary, AB T2R 0X7, Canada",N,N,Y,Y,T2R0X7,1213 4 St SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
197,CONNECTIONS COUNSELLING AND CONSULTING FOUNDATION,51.0673224,-114.1006239,establishment,"establishment,point_of_interest","1716 16 Ave NW #510, Calgary, AB T2M 0L7, Canada",Y,Y,Y,Y,T2M0L7,1716 16 Ave NW #510,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,CAP,CAPITOL HILL,8250064.00
198,CONSOLIDATED CIVIL ENFORCEMENT INC.,51.0565696,-114.0193534,establishment,"establishment,point_of_interest","801 Manning Rd NE #300, Calgary, AB T2E 7M8, Canada",N,N,N,Y,T2E7M8,801 Manning Rd NE #300,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MLI,MAYLAND,8250040.00
199,CORNERSTONE YOUTH CENTRE,51.0598233,-114.012995,establishment,"establishment,point_of_interest","904 19 St NE, Calgary, AB T2E 4X7, Canada",N,Y,Y,N,T2E4X7,904 19 St NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MAL,MAYLAND HEIGHTS,8250040.00
200,COUNSELLING CONNECTIONS,50.9976116,-114.1183494,establishment,"establishment,health,point_of_interest","6327 Crowchild Trail SW, Calgary, AB T3E 5R6, Canada",N,N,Y,Y,T3E5R6,6327 Crowchild Trail SW,SW,WARD 11,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,LKV,LAKEVIEW,8250016.00
201,COVENANT CARE - ST. TERESA PLACE,51.1738998,-113.9608809,establishment,"establishment,point_of_interest","10 Redstone Pl, Calgary, AB T3N 0S7, Canada",N,N,N,Y,T3N0S7,10 Redstone Pl,NE,WARD 5,Z2.2.A.01,CALGARY - UPPER NE,T3N,132,T3N,RSN,REDSTONE,8250038.31
202,CREATIVE COMMUNITY LIVING ACTIVITIES (A DIVISION OF CALGARY ALTERNATIVE SUPPORT SERVICES),51.0456779,-114.0797252,establishment,"establishment,health,point_of_interest","815 8 Ave SW Suite 240, Calgary, AB T2P 3P2, Canada",N,N,N,Y,T2P3P2,815 8 Ave SW Suite 240,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
203,CREDIT COUNSELLING SOCIETY CALGARY | FREE DEBT HELP AND RELIEF,51.0810267,-114.0128725,establishment,"establishment,finance,point_of_interest","1935 32 Ave NE Suite 226, Calgary, AB T2E 7C8, Canada",N,N,N,Y,T2E7C8,1935 32 Ave NE Suite 226,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
204,CRESCENT HEIGHTS COMMUNITY ASSOCIATION,51.0619917,-114.068025,establishment,"establishment,point_of_interest","1101 2 St NW, Calgary, AB T2M 2V7, Canada",Y,N,N,N,T2M2V7,1101 2 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2M,41,T2M,CRE,CRESCENT HEIGHTS,8250058.00
206,CUPS CALGARY SOCIETY,51.043672,-114.0843574,establishment,"establishment,health,point_of_interest","1001 10 Ave SW, Calgary, AB T2R 0B7, Canada",Y,Y,Y,Y,T2R0B7,1001 10 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
208,DE CORE SERVICES LTD,51.0829203,-113.9955408,establishment,"establishment,point_of_interest","3359 27 St NE #242, Calgary, AB T1Y 4T7, Canada",N,N,N,Y,T1Y4T7,3359 27 St NE #242,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
209,DEVELOPMENTAL DISABILITIES RESOURCE CENTRE OF CALGARY,51.0128527,-114.1377582,establishment,"establishment,point_of_interest","4631 Richardson Way SW, Calgary, AB T3E 7B8, Canada",Y,N,Y,Y,T3E7B8,4631 Richardson Way SW,SW,WARD 8,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,LPK,LINCOLN PARK,8250022.00
210,DIRECTIONS FOR IMMIGRANTS,51.0474421,-114.057326,establishment,"establishment,local_government_office,point_of_interest","300 6 Ave SE, Calgary, AB T2G 0G5, Canada",N,N,N,Y,T2G0G5,300 6 Ave SE,SE,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,DNC,DOWNTOWN COMMERCIAL CORE,8250042.00
211,DISABLED SAILING ASSOCIATION OF ALBERTA,50.9549461,-114.0699706,establishment,"establishment,point_of_interest","11012 Macleod Trail SE, Calgary, AB T2J 6A5, Canada",Y,Y,Y,N,T2J6A5,11012 Macleod Trail SE,SE,WARD 11,Z2.4.E.05,CALGARY - FISH CREEK,T2J,37,T2J,WIL,WILLOW PARK,8250005.00
213,DISTRESS CENTRE CALGARY,51.0441532,-114.0819514,establishment,"establishment,point_of_interest","999 8 St SW Suite 500, Calgary, AB T2R 1J5, Canada",Y,Y,Y,Y,T2R1J5,999 8 St SW Suite 500,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250045.00
214,DR. MICHAEL HAGGSTROM,51.0242347,-114.1691253,establishment,"establishment,health,point_of_interest","Signal Hill Mews SW, Calgary, AB T3H 2V1, Canada",N,N,N,Y,T3H2V1,Signal Hill Mews SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,SIG,SIGNAL HILL,8250017.05
216,EASTER SEALS ALBERTA SOCIETY,51.058822,-114.019853,establishment,"establishment,point_of_interest","811 Manning Rd NE #103, Calgary, AB T2E 7M8, Canada",N,Y,Y,N,T2E7M8,811 Manning Rd NE #103,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MLI,MAYLAND,8250040.00
217,EASYFINANCIAL SERVICES,51.0405319,-113.9135151,establishment,"establishment,finance,point_of_interest","185 E Hills Blvd SE #10, Calgary, AB T2A 6Z8, Canada",N,N,N,Y,T2A6Z8,185 E Hills Blvd SE #10,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2A,174,T2A,BVD,BELVEDERE,8250038.20
219,ECTER CONSULTING,51.0435271,-114.211611,establishment,"establishment,point_of_interest","123 Aspen Stone Terrace SW, Calgary, AB T3H 5Z1, Canada",N,N,N,Y,T3H5Z1,123 Aspen Stone Terrace SW,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,ASP,ASPEN WOODS,8250050.09
220,EDGEWOOD HEALTH NETWORK CALGARY - SANDSTONE,51.0590197,-114.0456592,establishment,"establishment,health,point_of_interest","802 7 Ave NE, Calgary, AB T2E 0N7, Canada",N,N,N,Y,T2E0N7,802 7 Ave NE,NE,WARD 9,Z2.1.F.06,CALGARY - CENTRE NORTH,T2E,4,T2E,REN,RENFREW,8250060.00
221,ELIZABETH FRY SOCIETY OF CALGARY,51.0442921,-114.1011473,establishment,"establishment,point_of_interest","1731 10 Ave SW, Calgary, AB T3C 0K1, Canada",N,Y,Y,N,T3C0K1,1731 10 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T3C,7,T3C,SNA,SUNALTA,8250046.02
222,EMERGENCY MEDICAL SERVICES (EMS) FOUNDATION,51.0859404,-113.98353,establishment,"establishment,point_of_interest","3705 35 St NE #100, Calgary, AB T1Y 6C2, Canada",Y,Y,Y,N,T1Y6C2,3705 35 St NE #100,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
223,EMERGENCY RESPONSE ASSISTANCE CANADA (ERAC),51.0501317,-114.0782285,establishment,"establishment,point_of_interest","744 4 Ave SW #1100, Calgary, AB T2P 3T4, Canada",N,N,N,Y,T2P3T4,744 4 Ave SW #1100,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
225,EMPLOYMENT RESOURCE SERVICES (THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS),50.9922985,-114.0577168,establishment,"establishment,point_of_interest","7040 Farrell Rd SE, Calgary, AB T2H 0T2, Canada",N,N,N,Y,T2H0T2,7040 Farrell Rd SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
226,ENABLE-U,50.9861804,-114.0676964,establishment,"establishment,point_of_interest","7515 Flint Rd SE, Calgary, AB T2H 1G3, Canada",N,N,N,Y,T2H1G3,7515 Flint Rd SE,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
227,ENERGY JOBS CANADA,51.0318594,-114.0718992,establishment,"establishment,local_government_office,point_of_interest","508 24 Ave SW, Calgary, AB T2S 0K4, Canada",N,N,N,Y,T2S0K4,508 24 Ave SW,SW,WARD 8,Z2.4.D.04,CALGARY - ELBOW,T2S,110,T2S,CLI,CLIFF BUNGALOW,8250027.00
228,ENGLISH CLASSES - CILC,51.0400721,-114.0718422,establishment,"establishment,point_of_interest","1311 4 St SW, Calgary, AB T2R 0X9, Canada",N,N,N,Y,T2R0X9,1311 4 St SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
229,ENVIROS,51.080007,-114.027934,establishment,"establishment,point_of_interest","3115 12 St NE #220, Calgary, AB T2E 7J2, Canada",N,Y,Y,N,T2E7J2,3115 12 St NE #220,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
230,EQUILIBRIUM SCHOOL,51.0579852,-114.0951629,establishment,"establishment,point_of_interest,school","707 14 St NW, Calgary, AB T2N 2A4, Canada",N,N,N,Y,T2N2A4,707 14 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
231,ESL,51.0472114,-114.0820097,establishment,"establishment,point_of_interest","910 7 Ave SW, Calgary, AB T2P 3N8, Canada",N,N,N,Y,T2P3N8,910 7 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250046.01
232,EVENSTART FOUNDATION,51.0357597,-114.1661796,establishment,"establishment,point_of_interest","1919 Sirocco Dr SW #2A, Calgary, AB T3H 2Y3, Canada",N,N,Y,N,T3H2Y3,1919 Sirocco Dr SW #2A,SW,WARD 6,Z2.4.A.01,CALGARY - WEST,T3H,82,T3H,SIG,SIGNAL HILL,8250017.05
234,EXECUTRADE RECRUITMENT CALGARY,51.042871,-114.069177,establishment,"establishment,point_of_interest","326 11 Ave SW #504, Calgary, AB T2R 0C5, Canada",N,N,N,Y,T2R0C5,326 11 Ave SW #504,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
235,EXPRESS EMPLOYMENT PROFESSIONALS - SOUTH,50.9931421,-114.0692724,establishment,"establishment,point_of_interest","6712 Fisher St SE #95, Calgary, AB T2H 2A7, Canada",N,N,N,Y,T2H2A7,6712 Fisher St SE #95,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
238,FAMILIES MATTER SOCIETY,51.0835549,-114.000261,establishment,"establishment,point_of_interest","3404 25 St NE, Calgary, AB T1Y 6C1, Canada",N,N,Y,Y,T1Y6C1,3404 25 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T3J,83,T3J,HOR,HORIZON,8250038.31
239,FIRST STEP ADDICTION TREATMENT,51.0491844,-114.0667595,establishment,"establishment,health,point_of_interest","420 2 Street Southwest, Calgary, AB T2P 0H6, Canada",N,N,N,Y,T2P0H6,420 2 Street Southwest,SW,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNC,DOWNTOWN COMMERCIAL CORE,8250043.00
240,FLYHT,51.0792142,-114.0287599,establishment,"establishment,point_of_interest","1144 29 Ave NE #300E, Calgary, AB T2E 7P1, Canada",N,N,N,Y,T2E7P1,1144 29 Ave NE #300E,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,SAW,SOUTH AIRWAYS,8250061.00
241,FOCUS ON CARING,51.0739577,-114.1163173,establishment,"establishment,health,point_of_interest","2467 23 St NW, Calgary, AB T2M 3Y3, Canada",N,N,N,Y,T2M3Y3,2467 23 St NW,NW,WARD 7,Z2.1.C.03,CALGARY - NOSEHILL,T2M,41,T2M,BNF,BANFF TRAIL,8250065.00
242,FOOTHILLS ACADEMY SOCIETY,51.063963,-114.1420539,establishment,"establishment,health,point_of_interest,school","745 37 St NW, Calgary, AB T2N 4T1, Canada",Y,Y,Y,N,T2N4T1,745 37 St NW,NW,WARD 7,Z2.1.E.05,CALGARY - WEST BOW,T3B,156,T3B,PKD,PARKDALE,8250053.00
243,FOOTHILLS MEDICAL CENTRE,51.0652154,-114.1334883,establishment,"establishment,health,hospital,point_of_interest","1403 29 St NW, Calgary, AB T2N 2T9, Canada",N,N,N,Y,T2N2T9,1403 29 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,STA,ST. ANDREWS HEIGHTS,8250055.00
1010,FOOTHILLS PRIMARY CARE CENTRE,51.0676085,-114.1283085,establishment,"establishment,health,point_of_interest","1620 29 St NW #310, Calgary, AB T2N 4L7, Canada",N,N,N,Y,T2N4L7,1620 29 St NW #310,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,STA,ST. ANDREWS HEIGHTS,8250055.00
244,FOOTHILLS SEARCH AND RESCUE,51.0323497,-113.9538406,establishment,"establishment,point_of_interest","5705 23 Ave SE, Calgary, AB T2B 3E2, Canada",N,Y,N,N,T2B3E2,5705 23 Ave SE,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,FLI,FOREST LAWN INDUSTRIAL,8250002.02
1018,FREEDOM'S PATH RECOVERY SOCIETY,51.0540616,-114.0935192,establishment,"establishment,health,point_of_interest","319 13 St NW, Calgary, AB T2N 1Z3, Canada",Y,N,N,Y,T2N1Z3,319 13 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
248,FRENCH CLASSES FOR ADULTS OR KIDS - PRIVATE TUTOR - FRENCH IMMERSION HELP,51.0150229,-114.1554421,establishment,"establishment,point_of_interest,school,secondary_school,university","4403 47 St SW, Calgary, AB T3E 3X5, Canada",N,N,N,Y,T3E3X5,4403 47 St SW,SW,WARD 6,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,GLA,GLAMORGAN,8250017.03
249,FRESH START RECOVERY CENTRE,51.0895649,-114.054391,establishment,"establishment,health,point_of_interest","411 41 Ave NE, Calgary, AB T2E 2N4, Canada",Y,Y,Y,Y,T2E2N4,411 41 Ave NE,NE,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2E,4,T2E,GRI,GREENVIEW INDUSTRIAL PARK,8250073.00
250,GEOS LANGUAGES PLUS CALGARY,51.0474391,-114.0857213,establishment,"establishment,point_of_interest","1040 7 Ave SW, Calgary, AB T2P 3G9, Canada",N,N,N,Y,T2P3G9,1040 7 Ave SW,SW,WARD 8,Z2.4.B.02,CALGARY - CENTRE,T2P,108,T2P,DNW,DOWNTOWN WEST END,8250046.01
251,GLAMORGAN CARE CENTRE,51.0091999,-114.145285,establishment,"establishment,health,point_of_interest","105 Galbraith Dr SW, Calgary, AB T3E 4Z5, Canada",N,N,N,Y,T3E4Z5,105 Galbraith Dr SW,SW,WARD 6,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,GLA,GLAMORGAN,8250018.00
252,"GLENDALE & GLENDALE MEADOWS COMMUNITY ASSOCIATION HALL & RINK ,Calgary, AB, CA",51.0329936,-114.152017,"",Community Center,"4500 25 Ave SW, Calgary, AB T3E 0M1","","","","",T3E0M1,4500 25 Ave SW,SW,WARD 6,Z2.4.C.03,CALGARY - CENTRE WEST,T3E,8,T3E,GDL,GLENDALE,8250019.00
254,GLOBAL - SENIOR CARE,51.037666,-114.082297,establishment,"establishment,health,point_of_interest","909 17 Ave SW, Calgary, AB T2T 0A4, Canada",N,N,N,Y,T2T0A4,909 17 Ave SW,SW,WARD 8,Z2.4.D.04,CALGARY - ELBOW,T2T,111,T2T,LMR,LOWER MOUNT ROYAL,8250027.00
255,GLOBAL VILLAGE ENGLISH CENTRES - GV CALGARY,51.047924,-114.0608579,establishment,"establishment,point_of_interest","515 1 St SE, Calgary, AB T2G 2G6, Canada",N,N,N,Y,T2G2G6,515 1 St SE,SE,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,DNC,DOWNTOWN COMMERCIAL CORE,8250042.00
1011,GOOD FOOD BOX,51.0861778,-114.0090163,establishment,"establishment,point_of_interest","3751 21 St NE, Calgary, AB T2E 6T5, Canada",N,N,N,Y,T2E6T5,3751 21 St NE,NE,WARD 10,Z2.2.A.01,CALGARY - UPPER NE,T2E,4,T2E,NAW,NORTH AIRWAYS,8250061.00
256,GOOD HEALTH MEDICAL CENTRE,51.041035,-114.1396042,establishment,"establishment,health,point_of_interest","1212 37 St SW, Calgary, AB T3C 1S3, Canada",N,N,N,Y,T3C1S3,1212 37 St SW,SW,WARD 8,Z2.4.A.01,CALGARY - WEST,T3C,7,T3C,RCK,ROSSCARROCK,8250047.00
257,GOODWILL INDUSTRIES OF ALBERTA,50.9982968,-113.9734213,establishment,"establishment,point_of_interest","4315 61 Ave SE #4, Calgary, AB T2C 1Z6, Canada",N,Y,N,N,T2C1Z6,4315 61 Ave SE #4,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2Z,154,T2Z,FHI,FOOTHILLS,8250002.04
258,GREATER FOREST LAWN 55 + SOCIETY,51.0301694,-113.9864212,establishment,"establishment,point_of_interest","Dover, Calgary, AB T2B 2P2, Canada",N,Y,Y,N,T2B2P2,Dover,SE,WARD 9,Z2.3.A.01,CALGARY - EAST,T2B,2,T2B,DOV,DOVER,8250035.02
259,HABITAT FOR HUMANITY SOUTHERN ALBERTA SOCIETY,51.057378,-114.019332,establishment,"establishment,point_of_interest","805 Manning Rd NE, Calgary, AB T2E 7M8, Canada",Y,Y,Y,N,T2E7M8,805 Manning Rd NE,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2E,4,T2E,MLI,MAYLAND,8250040.00
261,HEALING CHOICES COUNSELLING AND EDUCATION,51.0869363,-113.9322459,establishment,"establishment,health,point_of_interest","Monterey Park, Calgary, AB T1Y 6X1, Canada",N,N,N,Y,T1Y6X1,Monterey Park,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T1Y,172,T1Y,MOR,MONTEREY PARK,8250038.24
262,HEALTH CANADA,51.0495904,-114.0582771,establishment,"establishment,health,local_government_office,point_of_interest","220 4 Ave SE, Calgary, AB T2G 4X3, Canada",N,N,N,Y,T2G4X3,220 4 Ave SE,SE,WARD 7,Z2.4.B.02,CALGARY - CENTRE,T2G,33,T2G,CHN,CHINATOWN,8250042.00
263,HEALTH UPWARDLY MOBILE,50.9919955,-114.0646769,establishment,"establishment,health,point_of_interest","7005 Fairmount Dr SE #5316, Calgary, AB T2H 0K4, Canada",N,N,N,Y,T2H0K4,7005 Fairmount Dr SE #5316,SE,WARD 9,Z2.4.E.05,CALGARY - FISH CREEK,T2H,35,T2H,FVI,FAIRVIEW INDUSTRIAL,8250012.00
264,HEAR ALBERTA,51.0836994,-114.0960384,establishment,"establishment,point_of_interest","63 Cornell Rd NW, Calgary, AB T2L 0L4, Canada",N,N,N,Y,T2L0L4,63 Cornell Rd NW,NW,WARD 4,Z2.1.C.03,CALGARY - NOSEHILL,T2L,39,T2L,COL,COLLINGWOOD,8250069.00
266,HELP - HEALTH EQUIPMENT LOAN PROGRAM,51.0657165,-113.9890284,establishment,"establishment,point_of_interest","3140 14 Ave NE #7, Calgary, AB T2A 6J4, Canada",N,N,N,Y,T2A6J4,3140 14 Ave NE #7,NE,WARD 10,Z2.2.B.02,CALGARY - LOWER NE,T2A,174,T2A,FRA,FRANKLIN,8250039.00
267,HELP THE HOMELESS DENTAL CARE,51.0412499,-114.0672224,dentist,"dentist,establishment,health,point_of_interest","223 12 Ave SW, Calgary, AB T2R 0G9, Canada",N,N,N,Y,T2R0G9,223 12 Ave SW,SW,WARD 11,Z2.4.B.02,CALGARY - CENTRE,T2R,109,T2R,BLN,BELTLINE,8250044.00
269,HIGHBANKS INDEPENDENT LIVING FOR PARENTING YOUTH SOCIETY,51.0550572,-114.1057602,establishment,"establishment,point_of_interest","317 19 St NW, Calgary, AB T2N 2J2, Canada",Y,Y,Y,N,T2N2J2,317 19 St NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,WHL,WEST HILLHURST,8250056.00
270,HILLHURST-SUNNYSIDE COMMUNITY ASSOCIATION,51.0575,-114.0925001,establishment,"establishment,point_of_interest","1320 5 Ave NW, Calgary, AB T2N 0S2, Canada",Y,Y,Y,N,T2N0S2,1320 5 Ave NW,NW,WARD 7,Z2.1.F.06,CALGARY - CENTRE NORTH,T2N,105,T2N,HIL,HILLHURST,8250057.00
